id,position,age,area,sex,partner,num_child,education,service_length,study_time,commute,overtime,salary
4145,3,43,41,1,1,3,1,23,0,2.2,11.4,618.6862446
4146,4,52,22,1,0,0,0,34,4,0.9,10.8,595.7886712
4147,4,47,36,1,0,0,0,29,5,0.8,12.3,498.9370223
4148,0,20,37,2,1,2,0,2,7,1.2,16.3,245.6529901
4149,0,26,47,2,0,0,2,4,4,0.3,5.5,168.7298957
4150,0,27,46,1,1,0,0,9,8,0.8,18.2,254.7344206
4151,0,24,17,2,0,0,1,4,2,0.2,12.7,206.5523755
4152,0,20,11,2,1,4,0,2,0,1.5,8,253.3778081
4153,2,49,44,1,0,0,1,29,0,0.7,15.2,398.0983421
4154,1,44,45,2,1,1,3,20,8,1.6,14,313.0782939
4155,1,24,4,2,1,1,0,6,10,1.4,10.4,264.7255097
4156,0,23,8,2,0,0,0,5,3,0.1,19.2,197.0384094
4157,2,43,6,1,0,0,0,25,0,0.6,28.3,416.8558979
4158,1,39,31,1,0,0,2,17,6,0.5,13.2,251.8751395
4159,1,30,19,1,0,0,3,6,15,1.1,11.2,590.7472583
4160,2,35,34,2,1,0,0,17,2,1.3,9.9,339.2747079
4161,1,30,18,2,1,0,0,12,0,0.9,15.1,279.4456289
4162,2,46,31,1,1,1,3,22,5,1.7,14.7,429.3211679
4163,1,33,21,2,0,0,0,15,0,0.6,7.3,267.8513813
4164,0,25,32,1,1,4,1,5,7,1.3,11.6,278.5620242
4165,3,43,16,1,1,2,2,21,1,2.2,5.8,684.4726436
4166,0,22,42,1,0,0,0,3,5,0.1,14.6,173.8019645
4167,2,32,7,2,1,2,3,8,4,2.2,15.9,627.8468862
4168,2,45,7,1,1,0,0,27,3,1.3,18.9,406.2064767
4169,0,26,23,1,0,0,0,8,4,0.3,19.5,196.8874311
4170,0,25,20,1,0,0,3,0,0,0.3,11.8,185.352774
4171,0,23,24,1,0,0,0,5,1,0.2,15.2,161.1071577
4172,4,44,16,2,0,0,2,22,14,0.9,7.3,521.4238134
4173,0,22,9,1,0,0,1,0,2,0.2,14.1,190.4063243
4174,0,25,30,2,0,0,0,7,0,0.3,6.6,178.4992222
4175,0,22,5,2,1,2,1,1,0,1.4,5.7,196.3586757
4176,3,51,10,1,1,0,1,31,0,1.4,11.5,419.1366188
4177,0,25,4,2,1,4,1,5,3,1,15.5,293.3665529
4178,1,31,41,2,1,5,0,13,0,2,14.3,396.1412035
4179,1,25,12,2,1,3,0,7,2,1.6,10.8,331.7867608
4180,0,21,11,2,0,0,1,0,0,0.1,0.5,141.8634715
4181,0,22,20,1,1,3,1,0,5,1.2,23.4,284.3318
4182,0,21,26,1,0,0,1,0,0,0.7,23.7,302.3568532
4183,1,38,18,1,1,3,4,9,5,2.4,2.5,748.8593448
4184,0,23,33,1,1,1,0,5,10,1.6,0.6,266.8943368
4185,0,18,32,1,0,0,0,0,3,0.1,19.3,195.1919464
4186,0,23,3,2,0,0,0,5,0,0.1,1,138.1349131
4187,0,22,38,1,0,0,1,0,2,0.1,19.8,192.0856554
4188,2,51,14,1,0,0,3,27,0,0.8,12.5,452.3626963
4189,3,31,28,2,0,0,0,13,0,0.8,0,342.3621079
4190,3,46,47,1,0,0,1,26,1,0.8,27.1,442.9668688
4191,0,22,44,1,0,0,0,4,4,0.4,7.4,179.4807134
4192,1,24,10,2,1,4,2,0,7,1.8,11.4,470.5886361
4193,0,24,19,1,0,0,0,6,2,0.2,8.6,175.5632081
4194,2,42,14,2,0,0,3,18,0,1.3,12.5,724.4660523
4195,0,21,25,1,0,0,1,0,2,0.2,7.1,169.1083141
4196,0,22,32,1,1,0,1,0,3,0.7,13.8,207.4476574
4197,2,40,38,1,0,0,3,16,5,0.7,10.1,308.8514959
4198,2,42,21,2,1,5,3,18,11,2.2,13,731.4197695
4199,3,50,34,2,1,0,1,30,0,1.3,8.2,503.4414318
4200,0,18,44,1,1,4,0,0,0,1.1,10,267.5550698
4201,0,23,1,2,0,0,1,2,4,0.2,6.5,159.8821109
4202,0,26,36,2,0,0,1,6,5,0.2,7.5,147.9144998
4203,0,26,34,2,0,0,1,6,2,0.3,11.3,211.6342456
4204,0,24,15,1,0,0,2,0,8,0.1,10,225.1275772
4205,0,18,30,1,1,3,0,0,4,1,8.4,233.1564172
4206,0,22,15,2,0,0,1,1,3,0.1,9,161.1520981
4207,1,33,33,1,0,0,0,15,8,0.6,13.1,266.8154607
4208,1,27,42,1,1,1,0,0,0,1.4,12.4,289.9441635
4209,3,47,19,2,1,3,2,25,1,2.2,3.4,710.1671377
4210,2,32,46,2,1,2,0,14,7,1.6,12.2,390.41737
4211,0,24,8,2,1,1,1,4,3,1.1,8.2,198.3332232
4212,0,22,25,2,1,1,0,4,0,1.3,11.3,225.4586013
4213,0,23,9,1,1,3,1,3,8,1.2,12.2,255.5167933
4214,2,36,39,2,1,1,4,9,0,1.7,14.1,389.4507484
4215,0,22,17,2,0,0,0,4,6,0.2,11.7,194.4868293
4216,3,38,45,2,0,0,1,18,2,0.8,11.2,405.7406207
4217,1,35,1,1,1,2,4,8,0,2.4,3.9,761.3057068
4218,2,38,33,2,0,0,2,16,4,0.6,17,335.9538669
4219,4,56,31,2,1,3,0,38,5,2,4.3,600.2784074
4220,3,43,16,2,0,0,1,23,3,0.7,18.9,478.5456634
4221,2,40,40,2,1,3,3,16,5,1.7,18.1,477.5277526
4222,1,19,6,2,0,0,0,0,10,0.7,17.7,362.171952
4223,0,20,18,2,0,0,0,2,4,0.1,9.1,163.2895096
4224,0,24,7,1,1,0,1,4,1,0.6,16.7,210.385384
4225,0,22,1,1,0,0,1,2,1,0.1,17.1,183.7198697
4226,1,28,28,2,0,0,3,4,0,0.4,9.7,239.1794054
4227,1,26,18,1,0,0,2,4,3,0.6,13.4,246.22264
4228,2,37,34,1,1,3,2,15,3,1.6,22.3,438.6961771
4229,3,33,35,2,0,0,4,6,9,1.1,4.9,815.0844472
4230,2,41,31,2,0,0,0,14,2,0.6,12.6,379.6602449
4231,0,21,34,1,0,0,0,3,2,0.2,13.8,172.7886416
4232,1,34,47,2,0,0,1,3,12,1.1,8,482.9735599
4233,2,46,43,1,1,3,2,24,6,2,6.4,642.6669899
4234,2,44,36,1,1,3,4,17,7,1.5,20.5,523.1404471
4235,3,34,26,1,1,0,2,12,0,1.4,12.8,459.7279846
4236,0,26,13,1,1,3,3,0,5,2.7,25.2,358.0816847
4237,2,37,36,1,0,0,2,15,7,0.8,5.1,611.3103586
4238,1,34,40,1,1,3,2,12,3,1.6,12,349.7415494
4239,0,25,9,2,0,0,2,3,1,0.2,5.5,180.72027
4240,0,23,42,2,1,3,0,5,0,1.2,11.9,251.9276835
4241,1,39,18,1,0,0,0,21,7,0.6,9.9,239.6790815
4242,0,23,41,2,0,0,2,0,1,0.3,20.7,203.0560943
4243,0,21,11,2,0,0,1,0,2,0.2,12.8,168.4831766
4244,2,47,30,2,1,3,1,27,8,1.6,2.1,399.1307539
4245,0,23,45,2,0,0,0,5,3,0.1,10.5,158.778842
4246,2,49,34,1,1,2,1,29,3,1.8,20.3,462.151119
4247,0,28,7,1,1,3,0,10,0,1.2,17,323.5151041
4248,0,21,24,1,1,3,1,0,6,1.1,11,251.5227501
4249,1,37,3,1,0,0,0,19,8,0.4,13.9,285.791276
4250,3,52,46,2,0,0,1,32,5,0.7,4.3,453.0754215
4251,0,27,10,2,1,3,2,0,6,1.4,21.4,293.6763813
4252,0,23,29,1,0,0,0,5,3,0.1,17.2,206.1330706
4253,0,27,8,1,0,0,0,9,0,0.1,16.1,190.335682
4254,2,59,17,1,1,0,1,39,4,1.3,14.2,511.972767
4255,0,24,11,1,1,2,0,6,3,1.6,5.9,278.2494176
4256,3,49,24,2,0,0,2,27,2,1,14.4,644.8576652
4257,0,21,30,1,1,1,1,0,2,1.3,8.9,218.4953578
4258,3,51,5,1,1,2,0,33,0,1.7,15.5,520.5531809
4259,0,21,28,2,0,0,1,0,2,0.1,19.4,191.731256
4260,0,21,45,1,0,0,1,0,1,0.7,8.4,312.475809
4261,1,37,23,1,0,0,1,17,9,0.5,13,306.2260317
4262,0,25,43,2,1,1,2,2,6,1.3,19.3,229.2940367
4263,0,24,43,2,0,0,0,6,2,0.2,10.1,198.9006617
4264,1,33,14,1,1,0,0,15,4,1.1,15.7,308.9456579
4265,2,31,35,2,1,2,3,7,8,1.6,2.7,371.1172415
4266,0,26,37,2,0,0,0,8,0,0.2,12.5,217.4255157
4267,2,35,35,1,1,3,3,11,0,1.7,16,447.5784813
4268,0,25,47,1,0,0,0,7,1,0.3,13.3,167.3227238
4269,0,26,31,1,0,0,1,6,5,0.2,12.5,219.9969003
4270,2,52,5,1,0,0,0,34,6,0.8,15.2,397.7525583
4271,0,25,9,1,0,0,0,7,3,0.2,19.5,194.9859998
4272,2,46,47,2,1,2,2,10,12,1.8,14.3,406.9730409
4273,0,25,9,1,0,0,2,1,6,0.8,12.1,408.1193152
4274,0,26,17,1,0,0,1,6,6,0.2,13.8,187.3621221
4275,0,26,25,1,1,2,2,4,4,1.2,8.2,244.1469884
4276,1,37,37,1,0,0,3,13,4,0.4,6.9,241.2505715
4277,3,44,11,2,1,3,4,17,6,2.4,5.7,874.1212351
4278,0,25,38,2,0,0,3,0,5,0.2,9.8,170.8171901
4279,0,23,22,1,0,0,0,2,4,0.1,17,206.3087941
4280,0,21,40,2,0,0,1,0,0,0.1,14.5,191.9264335
4281,1,45,41,2,0,0,0,27,0,0.4,3.4,256.7095889
4282,1,25,33,2,1,3,1,5,0,1.8,4.5,429.2350653
4283,0,22,40,2,0,0,1,1,6,0.1,7.4,177.1058843
4284,0,22,34,1,1,6,0,1,0,1.1,12.2,314.8803806
4285,0,27,41,2,1,4,3,3,3,1.3,5.9,264.2828616
4286,2,42,31,2,1,1,4,15,6,1.8,5.3,332.9579639
4287,0,24,9,1,0,0,1,4,2,0.1,18.6,231.0531023
4288,1,30,6,2,1,4,0,12,1,1.6,11.6,366.968483
4289,0,25,42,2,0,0,0,7,2,0.2,5.2,167.2136808
4290,2,33,6,1,1,5,0,15,9,1.6,24,465.2579129
4291,0,25,24,1,1,4,3,0,8,1.1,13,264.0079639
4292,4,42,27,2,1,3,0,24,11,3.6,13.2,700.6065429
4293,0,27,28,2,1,1,1,7,2,1.2,1.3,227.9137745
4294,3,37,1,2,1,1,0,19,3,1.8,9.2,440.7200389
4295,0,22,10,2,1,1,1,0,3,1,5.3,184.1428023
4296,1,30,30,1,0,0,1,6,6,0.3,16.8,247.8716477
4297,2,49,44,1,0,0,4,22,0,1.3,10.9,838.0288585
4298,2,43,4,2,0,0,2,21,0,0.6,4.3,284.5912312
4299,3,41,38,1,1,2,3,17,10,2.2,16.4,754.8397556
4300,2,39,28,2,0,0,0,21,10,0.7,12.9,321.5814722
4301,2,38,30,2,0,0,1,18,2,0.7,5.9,309.3247203
4302,2,32,41,1,1,3,0,14,6,1.5,16.4,403.04064
4303,1,34,35,2,0,0,1,14,0,0.6,14.2,285.5794671
4304,0,20,31,1,0,0,0,2,2,0.1,8.8,140.2748196
4305,2,38,43,1,1,3,4,0,4,2.4,14.5,826.351974
4306,2,40,8,1,1,4,1,20,1,1.6,15.1,443.92692
4307,2,41,21,2,0,0,0,23,2,0.7,11.4,346.2013323
4308,2,37,23,1,0,0,0,19,1,0.6,6.2,339.5387635
4309,2,40,8,2,1,0,3,16,1,1.1,7.4,301.2073156
4310,1,39,12,2,1,1,1,19,4,1.5,0,288.9206026
4311,2,57,12,2,0,0,0,39,7,0.5,10.9,395.4716472
4312,2,33,45,1,0,0,1,13,8,0.5,10,261.8880419
4313,2,37,24,2,1,3,2,15,0,1.6,8.6,422.7206383
4314,0,24,20,1,1,1,0,6,4,1.1,24.1,257.9391693
4315,0,23,18,2,1,5,0,5,6,1.3,18.6,317.4858704
4316,0,25,47,1,1,5,3,0,7,1.3,12.9,295.4691807
4317,0,26,46,2,1,2,0,0,4,1.2,9.6,245.4432676
4318,2,39,40,2,0,0,4,12,1,1.1,6.5,799.4520816
4319,0,23,35,2,1,3,2,0,0,1.1,9,258.8790792
4320,3,39,28,2,1,3,0,21,5,1.9,17.3,504.3183217
4321,2,27,36,2,1,2,2,5,4,1.9,12.5,569.3213505
4322,0,19,1,1,0,0,0,0,3,0.1,9.1,164.1840873
4323,0,26,32,1,0,0,2,4,1,0.2,18.9,181.4005733
4324,0,24,3,1,0,0,0,6,1,0.3,17.7,189.3668824
4325,3,46,43,1,1,3,2,24,0,2.2,8.6,628.864988
4326,0,20,17,2,1,1,0,0,4,1,8.1,198.7899218
4327,1,31,32,2,0,0,0,13,1,0.7,10.2,268.6832687
4328,0,21,41,2,1,6,1,0,4,1.1,5.6,292.0193797
4329,3,41,26,2,1,3,0,23,0,1.7,5.2,494.5774145
4330,3,42,24,2,0,0,1,22,2,0.8,17.3,455.4987552
4331,0,26,12,2,1,3,1,2,6,1.2,12.4,270.2252118
4332,2,45,18,2,1,1,0,27,17,1.7,12.3,445.4077801
4333,0,24,13,2,1,1,0,6,3,2.3,17,257.8633496
4334,2,43,36,2,0,0,2,21,17,1.1,0,634.7214392
4335,2,37,20,2,1,1,1,17,10,1.9,21.5,501.6681443
4336,0,22,42,2,0,0,0,4,5,0.3,7.6,162.9410984
4337,3,42,30,1,0,0,2,20,2,1,13.6,661.3205164
4338,2,51,40,2,0,0,1,31,15,0.8,14.4,398.4115132
4339,0,24,5,2,0,0,0,6,5,0.2,17.7,211.1865866
4340,3,42,1,2,0,0,1,22,0,0.7,17.9,426.3986899
4341,2,39,22,2,1,2,0,21,6,1.4,8.1,362.5063046
4342,2,39,36,1,0,0,3,15,7,1.2,17.6,709.4406577
4343,2,41,21,2,0,0,4,14,0,1.4,15.4,885.1032099
4344,1,35,24,2,0,0,4,8,8,0.6,13.2,260.6281915
4345,0,23,14,2,0,0,2,0,2,0.1,13.2,178.1998072
4346,2,44,20,1,1,2,1,24,0,1.7,16.9,434.9137632
4347,1,43,35,2,0,0,1,23,6,0.5,18.9,303.6361697
4348,1,43,23,2,0,0,2,21,0,1.1,9.5,569.1427876
4349,2,38,43,2,1,1,1,18,2,1.5,23.2,420.8108677
4350,0,20,47,2,1,1,0,1,4,1.2,12.9,204.9701068
4351,0,24,25,1,0,0,1,2,2,0.2,18,217.9696394
4352,4,48,43,1,0,0,3,24,1,0.9,13.7,510.3168416
4353,2,50,41,2,1,4,0,32,7,1.7,4.5,433.1854197
4354,1,38,25,2,0,0,2,16,0,1.1,7.8,575.2780961
4355,0,26,45,2,1,0,3,0,6,1.4,8.5,484.1515442
4356,0,27,3,1,1,1,3,2,8,1.3,12.2,225.9399066
4357,2,42,27,2,0,0,0,24,7,1.2,13.4,408.7758903
4358,2,51,5,2,0,0,1,31,21,1.1,2.9,570.0990734
4359,2,39,35,1,0,0,1,19,1,0.7,13.9,365.9763073
4360,3,32,30,2,0,0,1,12,9,0.9,5.6,561.62124
4361,0,23,29,1,0,0,2,0,0,0.6,9.1,396.9179484
4362,1,24,19,2,0,0,1,1,2,0.3,11.1,247.0593007
4363,0,23,17,1,1,5,0,5,7,1.2,25.4,355.7302911
4364,3,42,30,2,1,1,2,20,0,1.7,11.7,423.5315068
4365,0,19,38,1,0,0,0,0,2,0.1,12.6,165.8220939
4366,0,23,41,1,0,0,1,3,0,0.2,22.6,222.8762565
4367,0,24,13,2,0,0,0,1,1,0.4,13.7,226.8605357
4368,2,34,18,2,1,3,0,16,7,1.6,0.5,387.9249763
4369,2,43,39,1,0,0,0,25,0,0.6,15.5,359.670745
4370,3,32,11,2,0,0,0,14,8,0.9,5.9,374.8555082
4371,0,20,21,1,1,2,0,2,3,1,6.3,211.1150158
4372,2,40,18,1,1,2,3,5,6,2,18.3,719.1771937
4373,0,25,23,2,0,0,2,3,7,1,9.3,412.8810126
4374,0,25,28,2,1,0,1,5,0,0.8,13.3,201.1436506
4375,0,25,19,1,0,0,1,3,9,0.1,15.1,205.1316985
4376,1,28,45,2,0,0,1,8,6,0.6,17.1,272.5993098
4377,4,48,19,2,0,0,1,28,3,0.8,5.3,495.0955861
4378,0,24,43,2,0,0,0,6,1,0.3,11.4,178.1571396
4379,0,22,16,1,0,0,0,4,7,0.2,16.9,204.1340227
4380,3,46,17,1,0,0,0,28,7,0.9,13.1,481.3798105
4381,2,51,24,2,0,0,3,27,0,0.8,10.8,380.3684931
4382,1,28,19,2,0,0,2,6,0,0.6,10.4,203.4404477
4383,4,57,43,1,1,5,3,33,4,2.5,12.7,890.3684086
4384,3,45,26,1,1,1,4,18,0,2.3,10.8,919.1514015
4385,0,27,10,1,1,1,1,1,3,1.3,24.2,260.6065455
4386,2,40,22,2,1,1,0,22,10,1.7,21.1,439.7534144
4387,0,25,32,2,0,0,3,0,2,0.2,9.8,207.8739321
4388,0,25,39,2,1,3,3,0,0,1.2,10.8,293.807464
4389,2,40,21,2,1,2,0,22,0,1.5,0,363.3145146
4390,0,24,9,2,1,3,2,1,6,1.2,16.8,291.4012288
4391,0,26,16,2,0,0,3,0,3,1,9.8,475.0862403
4392,3,43,8,1,1,1,1,23,4,1.9,11.3,463.0858288
4393,1,35,11,2,1,3,1,15,3,1.3,11.8,360.355536
4394,1,48,17,2,1,2,0,30,7,1.5,3.3,344.1793718
4395,2,34,12,1,1,2,2,12,6,1.5,10.8,396.3662363
4396,0,26,34,2,1,2,0,8,7,1.5,17.2,280.1621606
4397,2,47,13,1,1,3,2,25,6,3.3,9.9,489.9372302
4398,0,24,38,2,0,0,2,0,0,0.2,15.9,177.6534253
4399,1,28,21,1,0,0,0,10,0,0.5,25,313.1045592
4400,1,18,11,1,0,0,0,0,2,0.3,15.7,226.6835339
4401,3,43,40,2,1,3,2,21,3,1.9,13.3,593.8731725
4402,0,19,35,1,0,0,0,0,3,0.1,20.5,199.4481544
4403,1,30,41,1,1,2,0,12,2,1.4,16.5,346.3188747
4404,1,38,4,1,0,0,2,16,5,0.9,8.1,558.2077924
4405,2,41,12,2,1,0,4,14,8,1.2,7.3,394.1163125
4406,3,46,6,2,1,1,1,26,6,1.7,2.8,472.2688401
4407,2,47,22,2,1,3,3,23,14,2.2,5.2,759.5118683
4408,1,30,44,2,1,2,4,0,4,1.9,14,651.0247637
4409,3,39,36,1,1,1,0,21,7,1.8,13.3,456.0246857
4410,0,24,7,1,1,1,2,2,7,1.7,9.8,389.3655691
4411,2,33,30,1,1,3,2,11,7,1.6,10.4,383.4800479
4412,1,18,3,1,1,5,0,0,3,1.4,15.2,347.6200779
4413,0,23,26,1,0,0,1,3,6,0.3,23,204.9566301
4414,2,37,11,2,1,2,2,15,0,2,11.3,538.3183032
4415,0,20,38,2,0,0,0,1,0,0.1,1.2,148.1031676
4416,0,24,5,2,0,0,0,6,2,0.3,13.6,202.1481958
4417,2,45,21,2,0,0,2,23,5,1,9.5,682.9679428
4418,2,38,6,2,1,1,3,14,0,1.6,21.6,344.4910803
4419,0,26,45,2,0,0,0,8,3,0.2,17.3,198.3913242
4420,2,43,26,1,1,2,3,19,2,1.7,15.3,413.9500663
4421,1,20,1,2,0,0,0,0,3,0.6,9.2,222.3254167
4422,0,23,44,1,1,1,1,3,6,1.2,2.9,205.0865081
4423,2,45,2,2,1,1,2,23,6,2.1,11.9,643.1429205
4424,0,21,31,1,1,3,0,3,4,0.9,11,261.6574028
4425,3,35,24,1,1,2,2,13,8,1.7,9,421.5098326
4426,2,32,38,1,1,2,2,10,0,2.1,8.2,582.8036496
4427,0,21,18,2,0,0,1,0,5,0.1,9.2,163.7084191
4428,1,24,34,1,0,0,0,6,2,0.4,7.3,212.6269673
4429,1,51,29,2,1,1,0,33,2,1.7,8,362.863159
4430,3,49,32,2,0,0,2,27,1,0.7,1.7,482.8123497
4431,3,39,21,1,0,0,2,17,3,0.8,15.5,435.4714692
4432,0,24,28,2,1,0,1,4,3,0.7,14.6,215.0453137
4433,0,23,5,1,1,3,2,0,1,1.3,9.1,251.54405
4434,1,37,12,2,1,3,0,19,1,1.5,17.7,354.286596
4435,1,40,12,1,0,0,1,20,6,0.6,14.7,313.0120973
4436,0,20,15,2,1,2,0,0,9,1.3,1.4,198.3621459
4437,2,48,45,2,1,0,2,26,14,1.3,12.8,476.837436
4438,3,47,12,1,1,2,1,27,0,2,16.2,523.0400534
4439,0,27,24,1,1,3,3,0,0,1.5,15.1,247.5132403
4440,1,22,5,2,0,0,0,4,0,0.4,8.4,204.6994697
4441,3,49,28,1,1,3,2,27,0,1.9,15.5,592.4564895
4442,0,23,41,1,1,4,0,5,2,1.2,8,251.5226056
4443,3,44,2,1,0,0,1,24,0,0.9,14.4,470.6137068
4444,1,18,43,1,0,0,0,0,11,0.7,10.4,344.1747466
4445,0,25,18,2,1,0,1,0,1,0.8,9,203.292487
4446,2,50,33,1,0,0,1,30,3,0.7,28,414.4866683
4447,2,55,20,2,0,0,0,37,5,0.8,9.5,349.3142003
4448,0,24,17,2,0,0,0,6,6,0.2,14.7,183.7718349
4449,2,49,22,2,0,0,2,27,2,0.7,15.2,378.8053251
4450,1,35,17,1,0,0,2,13,1,0.9,15.9,532.223614
4451,0,25,26,2,1,5,0,7,7,1.3,7.2,311.7878802
4452,2,43,4,2,0,0,0,25,6,0.7,9.3,364.2538863
4453,1,26,5,1,0,0,2,4,8,1,13.4,506.9419969
4454,4,51,7,1,0,0,3,27,0,1.4,9.4,953.6176473
4455,2,43,41,2,1,6,3,19,3,1.7,13.7,503.4463925
4456,2,42,33,2,0,0,1,22,6,0.8,11,337.4052903
4457,2,33,17,1,0,0,0,15,9,0.7,19,351.2509616
4458,1,28,19,1,1,2,4,0,4,2.3,7.2,673.8207233
4459,0,22,9,2,1,1,1,2,5,1.3,1.5,190.3908718
4460,3,49,11,1,0,0,1,29,2,0.8,17.9,495.8594938
4461,0,22,1,2,0,0,1,2,0,0.1,2.6,135.6025551
4462,2,33,42,1,1,2,0,10,0,1.6,8,360.5601945
4463,2,38,13,1,1,2,2,16,4,3.3,19.3,481.8502965
4464,0,25,19,2,1,0,1,5,6,0.5,10.2,184.1160426
4465,2,36,10,1,1,1,0,18,7,1.7,21,423.58724
4466,1,21,32,1,0,0,1,0,1,0.5,13.4,234.8340933
4467,0,21,36,1,0,0,1,0,1,0.3,10.3,161.3551374
4468,3,42,38,2,1,1,1,22,3,1.9,14.6,473.1012123
4469,0,22,46,1,1,0,1,2,0,0.5,13.5,203.0691639
4470,1,18,20,1,0,0,0,0,4,0.3,23.4,258.5616527
4471,2,32,42,2,0,0,2,10,1,0.5,12,312.5583353
4472,0,24,12,1,1,3,0,6,4,1.2,18.6,264.0051056
4473,1,28,5,1,0,0,1,8,0,0.5,13.5,236.171045
4474,0,27,22,1,0,0,1,7,3,0.3,13.6,223.9748934
4475,3,45,41,1,1,1,0,27,0,1.9,19,478.5742597
4476,0,24,19,1,1,1,2,2,0,1.4,17.8,257.1563534
4477,0,25,45,1,0,0,0,7,3,0.2,14.7,176.9424754
4478,1,39,40,2,1,2,0,21,5,1.5,6.4,348.6961191
4479,1,26,40,2,0,0,0,8,2,0.4,13.3,238.3398803
4480,0,26,14,2,0,0,3,0,14,1,13.8,507.7795065
4481,1,23,27,2,1,1,1,3,4,2.7,14.2,333.7873345
4482,2,46,42,2,0,0,0,28,4,0.6,10.4,380.2123658
4483,1,34,45,2,1,3,3,10,7,1.5,11.6,316.3555796
4484,0,22,13,2,0,0,1,1,6,0.4,7.5,176.9065627
4485,0,22,2,1,0,0,0,4,5,0.1,12,214.2062801
4486,2,34,18,2,1,0,0,16,1,1,9.9,341.5514376
4487,0,24,27,2,1,1,0,6,3,2.5,8.1,216.4291124
4488,3,53,17,2,1,3,0,35,6,1.7,6.8,531.3540262
4489,0,26,15,2,1,1,2,4,4,1.3,4.5,203.5478472
4490,2,30,11,2,0,0,0,9,0,0.7,13.4,306.2187094
4491,4,56,21,1,1,2,2,34,10,2.3,13.8,858.5537581
4492,2,34,5,1,0,0,0,3,9,0.7,16.4,327.4889668
4493,2,51,23,1,1,5,1,31,0,1.7,18.9,545.4264392
4494,0,22,34,1,0,0,1,1,1,0.1,19.3,202.1474361
4495,4,50,20,1,1,1,1,30,4,2,16.7,571.8716748
4496,0,23,3,2,1,1,1,3,3,1.1,15.3,208.0029703
4497,0,21,44,1,0,0,1,0,7,0.2,25.3,192.252343
4498,0,18,5,1,1,2,0,0,0,1,14.3,231.2015387
4499,0,28,11,2,0,0,2,6,2,0.5,12.8,199.4775791
4500,2,35,26,1,1,4,1,15,12,1.4,27.8,493.2857174
4501,1,21,7,1,0,0,0,2,3,0.4,12.8,236.3720228
4502,4,52,29,1,1,3,2,30,12,2.3,13.9,838.7168483
4503,1,33,10,2,1,4,0,15,8,1.5,6.7,342.02301
4504,4,50,40,1,0,0,1,30,10,1.1,9.9,557.5717088
4505,0,26,2,2,0,0,3,2,3,0.2,10.3,164.7478431
4506,1,23,36,2,0,0,0,5,6,0.3,16,252.2704154
4507,0,22,13,2,0,0,1,1,0,0.4,9.2,199.6059962
4508,0,22,41,2,1,1,1,1,3,1.2,3.4,224.049607
4509,0,24,37,2,0,0,1,4,2,0.2,0.8,136.485778
4510,2,49,40,2,1,0,1,29,6,1.2,10.8,438.750095
4511,3,44,30,1,1,2,1,24,11,1.7,12.3,493.3793826
4512,2,47,27,2,1,1,0,29,0,3.1,7.3,463.7026842
4513,0,24,7,2,0,0,1,4,0,0.3,15.5,185.5004636
4514,0,21,4,2,0,0,1,0,2,0.1,8.3,152.6272412
4515,0,25,24,2,1,1,2,1,4,1.3,7.4,203.7210158
4516,2,42,8,2,1,4,1,22,4,1.6,17.8,489.2240731
4517,0,22,33,1,1,1,0,3,0,1,15.6,221.6861081
4518,2,46,42,2,1,3,0,28,7,1.5,4.6,416.5645208
4519,1,30,8,2,1,1,1,10,9,1.4,3.9,285.0551334
4520,4,53,29,2,1,2,0,35,0,2,17.3,644.9795579
4521,1,35,45,2,1,2,0,17,1,1.4,11.6,350.3314398
4522,0,29,33,2,0,0,3,5,1,0.4,15.2,192.3383746
4523,0,22,39,2,1,0,1,2,5,0.6,13.1,196.1222924
4524,0,25,5,2,1,1,1,5,2,1.2,3.2,159.1311241
4525,0,26,26,2,0,0,2,4,7,0.3,11.3,174.2913487
4526,3,46,46,2,1,1,2,24,4,1.7,15.3,479.3364376
4527,0,25,46,1,0,0,1,5,4,0.1,19.3,217.399799
4528,0,24,21,2,0,0,0,6,11,0.3,22,215.5193346
4529,0,25,47,1,1,0,2,3,6,0.7,11.3,150.2485884
4530,0,21,6,1,0,0,0,3,0,0.2,15.2,208.4824705
4531,2,51,13,1,0,0,2,29,11,1.4,13.8,426.710461
4532,0,25,24,2,1,1,3,0,14,1.8,15.4,496.6497033
4533,0,19,36,1,1,4,0,0,8,1.1,19.1,290.7706122
4534,1,26,19,1,1,3,0,8,5,1.7,10.7,381.6921932
4535,2,34,17,2,0,0,1,14,16,0.9,0,515.7128551
4536,1,19,28,1,0,0,0,0,5,0.6,9,209.8875081
4537,2,38,33,2,1,1,2,16,3,1.7,8,310.6742949
4538,0,26,12,2,1,0,2,2,5,0.7,16.9,255.6276174
4539,0,18,15,2,1,1,0,0,2,1.1,8.9,195.0684557
4540,3,48,15,1,1,1,0,30,4,1.8,15.9,541.6585109
4541,1,32,32,1,0,0,3,2,19,1,8.3,595.5061076
4542,2,34,13,2,1,1,1,14,4,4.1,9.5,546.6507761
4543,3,49,12,2,1,3,2,27,0,2.3,12.3,694.4571702
4544,2,46,37,2,0,0,3,22,11,1.2,18,773.6569291
4545,0,21,25,2,0,0,1,0,3,0.3,19,188.3872486
4546,2,51,37,1,0,0,0,33,5,0.8,9.9,414.1171881
4547,0,21,15,1,1,1,1,0,6,1.2,11.8,208.8071072
4548,2,37,23,1,0,0,0,19,1,0.7,17,348.281303
